strategy,hypothesis_id,symbol,folder
unique_00101,H016,6E,strategies/H016/unique_00101
unique_00102,H016,6J,strategies/H016/unique_00102
unique_00103,H016,CL,strategies/H016/unique_00103
unique_00104,H016,ES,strategies/H016/unique_00104
unique_00105,H016,GC,strategies/H016/unique_00105
unique_00106,H016,HG,strategies/H016/unique_00106
unique_00107,H016,NG,strategies/H016/unique_00107
unique_00108,H016,NKD,strategies/H016/unique_00108
unique_00109,H016,ZC,strategies/H016/unique_00109
unique_00110,H016,ZN,strategies/H016/unique_00110
unique_00111,H014,6E,strategies/H014/unique_00111
unique_00112,H014,6E,strategies/H014/unique_00112
unique_00113,H014,6E,strategies/H014/unique_00113
unique_00114,H015,6E,strategies/H015/unique_00114
unique_00115,H015,6E,strategies/H015/unique_00115
unique_00116,H015,6E,strategies/H015/unique_00116
unique_00117,H015,6E,strategies/H015/unique_00117
unique_00118,H015,6E,strategies/H015/unique_00118
unique_00119,H015,6E,strategies/H015/unique_00119
unique_00120,H015,6E,strategies/H015/unique_00120
unique_00121,H015,6E,strategies/H015/unique_00121
unique_00122,H014,6J,strategies/H014/unique_00122
unique_00123,H014,6J,strategies/H014/unique_00123
unique_00124,H014,6J,strategies/H014/unique_00124
unique_00125,H015,6J,strategies/H015/unique_00125
unique_00126,H015,6J,strategies/H015/unique_00126
unique_00127,H015,6J,strategies/H015/unique_00127
unique_00128,H015,6J,strategies/H015/unique_00128
unique_00129,H015,6J,strategies/H015/unique_00129
unique_00130,H015,6J,strategies/H015/unique_00130
unique_00131,H015,6J,strategies/H015/unique_00131
unique_00132,H015,6J,strategies/H015/unique_00132
unique_00133,H014,CL,strategies/H014/unique_00133
unique_00134,H014,CL,strategies/H014/unique_00134
unique_00135,H014,CL,strategies/H014/unique_00135
unique_00136,H015,CL,strategies/H015/unique_00136
unique_00137,H015,CL,strategies/H015/unique_00137
unique_00138,H015,CL,strategies/H015/unique_00138
unique_00139,H015,CL,strategies/H015/unique_00139
unique_00140,H015,CL,strategies/H015/unique_00140
unique_00141,H015,CL,strategies/H015/unique_00141
unique_00142,H015,CL,strategies/H015/unique_00142
unique_00143,H015,CL,strategies/H015/unique_00143
unique_00144,H014,ES,strategies/H014/unique_00144
unique_00145,H014,ES,strategies/H014/unique_00145
unique_00146,H014,ES,strategies/H014/unique_00146
unique_00147,H015,ES,strategies/H015/unique_00147
unique_00148,H015,ES,strategies/H015/unique_00148
unique_00149,H015,ES,strategies/H015/unique_00149
unique_00150,H015,ES,strategies/H015/unique_00150
unique_00151,H015,ES,strategies/H015/unique_00151
unique_00152,H015,ES,strategies/H015/unique_00152
unique_00153,H015,ES,strategies/H015/unique_00153
unique_00154,H015,ES,strategies/H015/unique_00154
unique_00155,H014,GC,strategies/H014/unique_00155
unique_00156,H014,GC,strategies/H014/unique_00156
unique_00157,H014,GC,strategies/H014/unique_00157
unique_00158,H015,GC,strategies/H015/unique_00158
unique_00159,H015,GC,strategies/H015/unique_00159
unique_00160,H015,GC,strategies/H015/unique_00160
unique_00161,H015,GC,strategies/H015/unique_00161
unique_00162,H015,GC,strategies/H015/unique_00162
unique_00163,H015,GC,strategies/H015/unique_00163
unique_00164,H015,GC,strategies/H015/unique_00164
unique_00165,H015,GC,strategies/H015/unique_00165
unique_00166,H014,HG,strategies/H014/unique_00166
unique_00167,H014,HG,strategies/H014/unique_00167
unique_00168,H014,HG,strategies/H014/unique_00168
unique_00169,H015,HG,strategies/H015/unique_00169
unique_00170,H015,HG,strategies/H015/unique_00170
unique_00171,H015,HG,strategies/H015/unique_00171
unique_00172,H015,HG,strategies/H015/unique_00172
unique_00173,H015,HG,strategies/H015/unique_00173
unique_00174,H015,HG,strategies/H015/unique_00174
unique_00175,H015,HG,strategies/H015/unique_00175
unique_00176,H015,HG,strategies/H015/unique_00176
unique_00177,H014,NG,strategies/H014/unique_00177
unique_00178,H014,NG,strategies/H014/unique_00178
unique_00179,H014,NG,strategies/H014/unique_00179
unique_00180,H015,NG,strategies/H015/unique_00180
unique_00181,H015,NG,strategies/H015/unique_00181
unique_00182,H015,NG,strategies/H015/unique_00182
unique_00183,H015,NG,strategies/H015/unique_00183
unique_00184,H015,NG,strategies/H015/unique_00184
unique_00185,H015,NG,strategies/H015/unique_00185
unique_00186,H015,NG,strategies/H015/unique_00186
unique_00187,H015,NG,strategies/H015/unique_00187
unique_00188,H014,NKD,strategies/H014/unique_00188
unique_00189,H014,NKD,strategies/H014/unique_00189
unique_00190,H014,NKD,strategies/H014/unique_00190
unique_00191,H015,NKD,strategies/H015/unique_00191
unique_00192,H015,NKD,strategies/H015/unique_00192
unique_00193,H015,NKD,strategies/H015/unique_00193
unique_00194,H015,NKD,strategies/H015/unique_00194
unique_00195,H015,NKD,strategies/H015/unique_00195
unique_00196,H015,NKD,strategies/H015/unique_00196
unique_00197,H015,NKD,strategies/H015/unique_00197
unique_00198,H015,NKD,strategies/H015/unique_00198
unique_00199,H014,ZC,strategies/H014/unique_00199
unique_00200,H014,ZC,strategies/H014/unique_00200
unique_00201,H014,ZC,strategies/H014/unique_00201
unique_00202,H015,ZC,strategies/H015/unique_00202
unique_00203,H015,ZC,strategies/H015/unique_00203
unique_00204,H015,ZC,strategies/H015/unique_00204
unique_00205,H015,ZC,strategies/H015/unique_00205
unique_00206,H015,ZC,strategies/H015/unique_00206
unique_00207,H015,ZC,strategies/H015/unique_00207
unique_00208,H015,ZC,strategies/H015/unique_00208
unique_00209,H015,ZC,strategies/H015/unique_00209
unique_00210,H014,ZN,strategies/H014/unique_00210
unique_00211,H014,ZN,strategies/H014/unique_00211
unique_00212,H014,ZN,strategies/H014/unique_00212
unique_00213,H015,ZN,strategies/H015/unique_00213
unique_00214,H015,ZN,strategies/H015/unique_00214
unique_00215,H015,ZN,strategies/H015/unique_00215
unique_00216,H015,ZN,strategies/H015/unique_00216
unique_00217,H015,ZN,strategies/H015/unique_00217
unique_00218,H015,ZN,strategies/H015/unique_00218
unique_00219,H015,ZN,strategies/H015/unique_00219
unique_00220,H015,ZN,strategies/H015/unique_00220
