strategy,hypothesis_id,symbol,folder
unique_00126,H006,6J,strategies/H006/unique_00126
unique_00127,H006,6J,strategies/H006/unique_00127
unique_00128,H006,6J,strategies/H006/unique_00128
unique_00129,H006,CL,strategies/H006/unique_00129
unique_00130,H006,CL,strategies/H006/unique_00130
unique_00131,H006,CL,strategies/H006/unique_00131
unique_00132,H006,CL,strategies/H006/unique_00132
unique_00133,H006,ES,strategies/H006/unique_00133
unique_00134,H006,ES,strategies/H006/unique_00134
unique_00135,H006,ES,strategies/H006/unique_00135
unique_00136,H006,ES,strategies/H006/unique_00136
unique_00137,H006,GC,strategies/H006/unique_00137
unique_00138,H006,GC,strategies/H006/unique_00138
unique_00139,H006,GC,strategies/H006/unique_00139
unique_00140,H006,GC,strategies/H006/unique_00140
unique_00141,H006,HG,strategies/H006/unique_00141
unique_00142,H006,HG,strategies/H006/unique_00142
unique_00143,H006,HG,strategies/H006/unique_00143
unique_00144,H006,HG,strategies/H006/unique_00144
unique_00145,H006,NG,strategies/H006/unique_00145
unique_00146,H006,NG,strategies/H006/unique_00146
unique_00147,H006,NG,strategies/H006/unique_00147
unique_00148,H006,NG,strategies/H006/unique_00148
unique_00149,H006,NKD,strategies/H006/unique_00149
unique_00150,H006,NKD,strategies/H006/unique_00150
unique_00151,H006,NKD,strategies/H006/unique_00151
unique_00152,H006,NKD,strategies/H006/unique_00152
unique_00153,H006,ZC,strategies/H006/unique_00153
unique_00154,H006,ZC,strategies/H006/unique_00154
unique_00155,H006,ZC,strategies/H006/unique_00155
unique_00156,H006,ZC,strategies/H006/unique_00156
unique_00157,H006,ZN,strategies/H006/unique_00157
unique_00158,H006,ZN,strategies/H006/unique_00158
unique_00159,H006,ZN,strategies/H006/unique_00159
unique_00160,H006,ZN,strategies/H006/unique_00160
unique_00161,H006,6E,strategies/H006/unique_00161
unique_00162,H006,6E,strategies/H006/unique_00162
unique_00163,H006,6E,strategies/H006/unique_00163
unique_00164,H006,6E,strategies/H006/unique_00164
unique_00165,H006,6J,strategies/H006/unique_00165
unique_00166,H006,6J,strategies/H006/unique_00166
unique_00167,H006,6J,strategies/H006/unique_00167
unique_00168,H006,6J,strategies/H006/unique_00168
unique_00169,H006,CL,strategies/H006/unique_00169
unique_00170,H006,CL,strategies/H006/unique_00170
unique_00171,H006,CL,strategies/H006/unique_00171
unique_00172,H006,CL,strategies/H006/unique_00172
unique_00173,H006,ES,strategies/H006/unique_00173
unique_00174,H006,ES,strategies/H006/unique_00174
unique_00175,H006,ES,strategies/H006/unique_00175
unique_00176,H006,ES,strategies/H006/unique_00176
unique_00177,H006,GC,strategies/H006/unique_00177
unique_00178,H006,GC,strategies/H006/unique_00178
unique_00179,H006,GC,strategies/H006/unique_00179
unique_00180,H006,GC,strategies/H006/unique_00180
unique_00181,H006,HG,strategies/H006/unique_00181
unique_00182,H006,HG,strategies/H006/unique_00182
unique_00183,H006,HG,strategies/H006/unique_00183
unique_00184,H006,HG,strategies/H006/unique_00184
unique_00185,H006,NG,strategies/H006/unique_00185
unique_00186,H006,NG,strategies/H006/unique_00186
unique_00187,H006,NG,strategies/H006/unique_00187
unique_00188,H006,NG,strategies/H006/unique_00188
unique_00189,H006,NKD,strategies/H006/unique_00189
unique_00190,H006,NKD,strategies/H006/unique_00190
unique_00191,H006,NKD,strategies/H006/unique_00191
unique_00192,H006,NKD,strategies/H006/unique_00192
unique_00193,H006,ZC,strategies/H006/unique_00193
unique_00194,H006,ZC,strategies/H006/unique_00194
unique_00195,H006,ZC,strategies/H006/unique_00195
unique_00196,H006,ZC,strategies/H006/unique_00196
unique_00197,H006,ZN,strategies/H006/unique_00197
unique_00198,H006,ZN,strategies/H006/unique_00198
unique_00199,H006,ZN,strategies/H006/unique_00199
unique_00200,H006,ZN,strategies/H006/unique_00200
unique_00201,H006,6E,strategies/H006/unique_00201
unique_00202,H006,6E,strategies/H006/unique_00202
unique_00203,H006,6E,strategies/H006/unique_00203
unique_00204,H006,6E,strategies/H006/unique_00204
unique_00205,H006,6J,strategies/H006/unique_00205
unique_00206,H006,6J,strategies/H006/unique_00206
unique_00207,H006,6J,strategies/H006/unique_00207
unique_00208,H006,6J,strategies/H006/unique_00208
unique_00209,H006,CL,strategies/H006/unique_00209
unique_00210,H006,CL,strategies/H006/unique_00210
unique_00211,H006,CL,strategies/H006/unique_00211
unique_00212,H006,CL,strategies/H006/unique_00212
unique_00213,H006,ES,strategies/H006/unique_00213
unique_00214,H006,ES,strategies/H006/unique_00214
unique_00215,H006,ES,strategies/H006/unique_00215
unique_00216,H006,ES,strategies/H006/unique_00216
unique_00217,H006,GC,strategies/H006/unique_00217
unique_00218,H006,GC,strategies/H006/unique_00218
unique_00219,H006,GC,strategies/H006/unique_00219
unique_00220,H006,GC,strategies/H006/unique_00220
unique_00221,H006,HG,strategies/H006/unique_00221
unique_00222,H006,HG,strategies/H006/unique_00222
unique_00223,H006,HG,strategies/H006/unique_00223
unique_00224,H006,HG,strategies/H006/unique_00224
unique_00225,H006,NG,strategies/H006/unique_00225
unique_00226,H006,NG,strategies/H006/unique_00226
unique_00227,H006,NG,strategies/H006/unique_00227
unique_00228,H006,NG,strategies/H006/unique_00228
unique_00229,H006,NKD,strategies/H006/unique_00229
unique_00230,H006,NKD,strategies/H006/unique_00230
unique_00231,H006,NKD,strategies/H006/unique_00231
unique_00232,H006,NKD,strategies/H006/unique_00232
unique_00233,H006,ZC,strategies/H006/unique_00233
unique_00234,H006,ZC,strategies/H006/unique_00234
unique_00235,H006,ZC,strategies/H006/unique_00235
unique_00236,H006,ZC,strategies/H006/unique_00236
unique_00237,H006,ZN,strategies/H006/unique_00237
unique_00238,H006,ZN,strategies/H006/unique_00238
unique_00239,H006,ZN,strategies/H006/unique_00239
unique_00240,H006,ZN,strategies/H006/unique_00240
unique_00241,H002,6E,strategies/H002/unique_00241
unique_00242,H002,6E,strategies/H002/unique_00242
unique_00243,H002,6E,strategies/H002/unique_00243
unique_00244,H002,6E,strategies/H002/unique_00244
unique_00245,H002,6E,strategies/H002/unique_00245
unique_00246,H002,6E,strategies/H002/unique_00246
unique_00247,H002,6E,strategies/H002/unique_00247
unique_00248,H002,6E,strategies/H002/unique_00248
unique_00249,H002,6E,strategies/H002/unique_00249
unique_00250,H002,6E,strategies/H002/unique_00250
unique_00251,H002,6E,strategies/H002/unique_00251
unique_00252,H002,6E,strategies/H002/unique_00252
unique_00253,H002,6E,strategies/H002/unique_00253
unique_00254,H002,6E,strategies/H002/unique_00254
unique_00255,H002,6E,strategies/H002/unique_00255
unique_00256,H002,6E,strategies/H002/unique_00256
unique_00257,H002,6E,strategies/H002/unique_00257
unique_00258,H002,6E,strategies/H002/unique_00258
unique_00259,H002,6E,strategies/H002/unique_00259
unique_00260,H002,6E,strategies/H002/unique_00260
unique_00261,H002,6E,strategies/H002/unique_00261
unique_00262,H002,6E,strategies/H002/unique_00262
unique_00263,H002,6E,strategies/H002/unique_00263
unique_00264,H002,6E,strategies/H002/unique_00264
unique_00265,H003,6E,strategies/H003/unique_00265
unique_00266,H003,6E,strategies/H003/unique_00266
unique_00267,H003,6E,strategies/H003/unique_00267
unique_00268,H003,6E,strategies/H003/unique_00268
unique_00269,H003,6E,strategies/H003/unique_00269
unique_00270,H003,6E,strategies/H003/unique_00270
unique_00271,H003,6E,strategies/H003/unique_00271
unique_00272,H003,6E,strategies/H003/unique_00272
unique_00273,H003,6E,strategies/H003/unique_00273
unique_00274,H003,6E,strategies/H003/unique_00274
unique_00275,H003,6E,strategies/H003/unique_00275
unique_00276,H003,6E,strategies/H003/unique_00276
unique_00277,H004,6E,strategies/H004/unique_00277
unique_00278,H004,6E,strategies/H004/unique_00278
unique_00279,H004,6E,strategies/H004/unique_00279
unique_00280,H004,6E,strategies/H004/unique_00280
unique_00281,H004,6E,strategies/H004/unique_00281
unique_00282,H004,6E,strategies/H004/unique_00282
unique_00283,H004,6E,strategies/H004/unique_00283
unique_00284,H004,6E,strategies/H004/unique_00284
unique_00285,H004,6E,strategies/H004/unique_00285
unique_00286,H004,6E,strategies/H004/unique_00286
unique_00287,H004,6E,strategies/H004/unique_00287
unique_00288,H004,6E,strategies/H004/unique_00288
unique_00289,H002,6J,strategies/H002/unique_00289
unique_00290,H002,6J,strategies/H002/unique_00290
unique_00291,H002,6J,strategies/H002/unique_00291
unique_00292,H002,6J,strategies/H002/unique_00292
unique_00293,H002,6J,strategies/H002/unique_00293
unique_00294,H002,6J,strategies/H002/unique_00294
unique_00295,H002,6J,strategies/H002/unique_00295
unique_00296,H002,6J,strategies/H002/unique_00296
unique_00297,H002,6J,strategies/H002/unique_00297
unique_00298,H002,6J,strategies/H002/unique_00298
unique_00299,H002,6J,strategies/H002/unique_00299
unique_00300,H002,6J,strategies/H002/unique_00300
unique_00301,H002,6J,strategies/H002/unique_00301
unique_00302,H002,6J,strategies/H002/unique_00302
unique_00303,H002,6J,strategies/H002/unique_00303
unique_00304,H002,6J,strategies/H002/unique_00304
unique_00305,H002,6J,strategies/H002/unique_00305
unique_00306,H002,6J,strategies/H002/unique_00306
unique_00307,H002,6J,strategies/H002/unique_00307
unique_00308,H002,6J,strategies/H002/unique_00308
unique_00309,H002,6J,strategies/H002/unique_00309
unique_00310,H002,6J,strategies/H002/unique_00310
unique_00311,H002,6J,strategies/H002/unique_00311
unique_00312,H002,6J,strategies/H002/unique_00312
unique_00313,H003,6J,strategies/H003/unique_00313
unique_00314,H003,6J,strategies/H003/unique_00314
unique_00315,H003,6J,strategies/H003/unique_00315
unique_00316,H003,6J,strategies/H003/unique_00316
unique_00317,H003,6J,strategies/H003/unique_00317
unique_00318,H003,6J,strategies/H003/unique_00318
unique_00319,H003,6J,strategies/H003/unique_00319
unique_00320,H003,6J,strategies/H003/unique_00320
unique_00321,H003,6J,strategies/H003/unique_00321
unique_00322,H003,6J,strategies/H003/unique_00322
unique_00323,H003,6J,strategies/H003/unique_00323
unique_00324,H003,6J,strategies/H003/unique_00324
unique_00325,H004,6J,strategies/H004/unique_00325
unique_00326,H004,6J,strategies/H004/unique_00326
unique_00327,H004,6J,strategies/H004/unique_00327
unique_00328,H004,6J,strategies/H004/unique_00328
unique_00329,H004,6J,strategies/H004/unique_00329
unique_00330,H004,6J,strategies/H004/unique_00330
unique_00331,H004,6J,strategies/H004/unique_00331
unique_00332,H004,6J,strategies/H004/unique_00332
unique_00333,H004,6J,strategies/H004/unique_00333
unique_00334,H004,6J,strategies/H004/unique_00334
unique_00335,H004,6J,strategies/H004/unique_00335
unique_00336,H004,6J,strategies/H004/unique_00336
unique_00337,H002,CL,strategies/H002/unique_00337
unique_00338,H002,CL,strategies/H002/unique_00338
unique_00339,H002,CL,strategies/H002/unique_00339
unique_00340,H002,CL,strategies/H002/unique_00340
unique_00341,H002,CL,strategies/H002/unique_00341
unique_00342,H002,CL,strategies/H002/unique_00342
unique_00343,H002,CL,strategies/H002/unique_00343
unique_00344,H002,CL,strategies/H002/unique_00344
unique_00345,H002,CL,strategies/H002/unique_00345
unique_00346,H002,CL,strategies/H002/unique_00346
unique_00347,H002,CL,strategies/H002/unique_00347
unique_00348,H002,CL,strategies/H002/unique_00348
unique_00349,H002,CL,strategies/H002/unique_00349
unique_00350,H002,CL,strategies/H002/unique_00350
unique_00351,H002,CL,strategies/H002/unique_00351
unique_00352,H002,CL,strategies/H002/unique_00352
unique_00353,H002,CL,strategies/H002/unique_00353
unique_00354,H002,CL,strategies/H002/unique_00354
unique_00355,H002,CL,strategies/H002/unique_00355
unique_00356,H002,CL,strategies/H002/unique_00356
unique_00357,H002,CL,strategies/H002/unique_00357
unique_00358,H002,CL,strategies/H002/unique_00358
unique_00359,H002,CL,strategies/H002/unique_00359
unique_00360,H002,CL,strategies/H002/unique_00360
unique_00361,H003,CL,strategies/H003/unique_00361
unique_00362,H003,CL,strategies/H003/unique_00362
unique_00363,H003,CL,strategies/H003/unique_00363
unique_00364,H003,CL,strategies/H003/unique_00364
unique_00365,H003,CL,strategies/H003/unique_00365
unique_00366,H003,CL,strategies/H003/unique_00366
unique_00367,H003,CL,strategies/H003/unique_00367
unique_00368,H003,CL,strategies/H003/unique_00368
unique_00369,H003,CL,strategies/H003/unique_00369
unique_00370,H003,CL,strategies/H003/unique_00370
unique_00371,H003,CL,strategies/H003/unique_00371
unique_00372,H003,CL,strategies/H003/unique_00372
unique_00373,H004,CL,strategies/H004/unique_00373
unique_00374,H004,CL,strategies/H004/unique_00374
unique_00375,H004,CL,strategies/H004/unique_00375
unique_00376,H004,CL,strategies/H004/unique_00376
unique_00377,H004,CL,strategies/H004/unique_00377
unique_00378,H004,CL,strategies/H004/unique_00378
unique_00379,H004,CL,strategies/H004/unique_00379
unique_00380,H004,CL,strategies/H004/unique_00380
unique_00381,H004,CL,strategies/H004/unique_00381
unique_00382,H004,CL,strategies/H004/unique_00382
unique_00383,H004,CL,strategies/H004/unique_00383
unique_00384,H004,CL,strategies/H004/unique_00384
unique_00385,H002,ES,strategies/H002/unique_00385
unique_00386,H002,ES,strategies/H002/unique_00386
unique_00387,H002,ES,strategies/H002/unique_00387
unique_00388,H002,ES,strategies/H002/unique_00388
unique_00389,H002,ES,strategies/H002/unique_00389
unique_00390,H002,ES,strategies/H002/unique_00390
unique_00391,H002,ES,strategies/H002/unique_00391
unique_00392,H002,ES,strategies/H002/unique_00392
unique_00393,H002,ES,strategies/H002/unique_00393
unique_00394,H002,ES,strategies/H002/unique_00394
unique_00395,H002,ES,strategies/H002/unique_00395
unique_00396,H002,ES,strategies/H002/unique_00396
unique_00397,H002,ES,strategies/H002/unique_00397
unique_00398,H002,ES,strategies/H002/unique_00398
unique_00399,H002,ES,strategies/H002/unique_00399
unique_00400,H002,ES,strategies/H002/unique_00400
unique_00401,H002,ES,strategies/H002/unique_00401
unique_00402,H002,ES,strategies/H002/unique_00402
unique_00403,H002,ES,strategies/H002/unique_00403
unique_00404,H002,ES,strategies/H002/unique_00404
unique_00405,H002,ES,strategies/H002/unique_00405
unique_00406,H002,ES,strategies/H002/unique_00406
unique_00407,H002,ES,strategies/H002/unique_00407
unique_00408,H002,ES,strategies/H002/unique_00408
unique_00409,H003,ES,strategies/H003/unique_00409
unique_00410,H003,ES,strategies/H003/unique_00410
unique_00411,H003,ES,strategies/H003/unique_00411
unique_00412,H003,ES,strategies/H003/unique_00412
unique_00413,H003,ES,strategies/H003/unique_00413
unique_00414,H003,ES,strategies/H003/unique_00414
unique_00415,H003,ES,strategies/H003/unique_00415
unique_00416,H003,ES,strategies/H003/unique_00416
unique_00417,H003,ES,strategies/H003/unique_00417
unique_00418,H003,ES,strategies/H003/unique_00418
unique_00419,H003,ES,strategies/H003/unique_00419
unique_00420,H003,ES,strategies/H003/unique_00420
unique_00421,H004,ES,strategies/H004/unique_00421
unique_00422,H004,ES,strategies/H004/unique_00422
unique_00423,H004,ES,strategies/H004/unique_00423
unique_00424,H004,ES,strategies/H004/unique_00424
unique_00425,H004,ES,strategies/H004/unique_00425
unique_00426,H004,ES,strategies/H004/unique_00426
unique_00427,H004,ES,strategies/H004/unique_00427
unique_00428,H004,ES,strategies/H004/unique_00428
unique_00429,H004,ES,strategies/H004/unique_00429
unique_00430,H004,ES,strategies/H004/unique_00430
unique_00431,H004,ES,strategies/H004/unique_00431
unique_00432,H004,ES,strategies/H004/unique_00432
unique_00433,H002,GC,strategies/H002/unique_00433
unique_00434,H002,GC,strategies/H002/unique_00434
unique_00435,H002,GC,strategies/H002/unique_00435
unique_00436,H002,GC,strategies/H002/unique_00436
unique_00437,H002,GC,strategies/H002/unique_00437
unique_00438,H002,GC,strategies/H002/unique_00438
unique_00439,H002,GC,strategies/H002/unique_00439
unique_00440,H002,GC,strategies/H002/unique_00440
unique_00441,H002,GC,strategies/H002/unique_00441
unique_00442,H002,GC,strategies/H002/unique_00442
unique_00443,H002,GC,strategies/H002/unique_00443
unique_00444,H002,GC,strategies/H002/unique_00444
unique_00445,H002,GC,strategies/H002/unique_00445
unique_00446,H002,GC,strategies/H002/unique_00446
unique_00447,H002,GC,strategies/H002/unique_00447
unique_00448,H002,GC,strategies/H002/unique_00448
unique_00449,H002,GC,strategies/H002/unique_00449
unique_00450,H002,GC,strategies/H002/unique_00450
unique_00451,H002,GC,strategies/H002/unique_00451
unique_00452,H002,GC,strategies/H002/unique_00452
unique_00453,H002,GC,strategies/H002/unique_00453
unique_00454,H002,GC,strategies/H002/unique_00454
unique_00455,H002,GC,strategies/H002/unique_00455
unique_00456,H002,GC,strategies/H002/unique_00456
unique_00457,H003,GC,strategies/H003/unique_00457
unique_00458,H003,GC,strategies/H003/unique_00458
unique_00459,H003,GC,strategies/H003/unique_00459
unique_00460,H003,GC,strategies/H003/unique_00460
unique_00461,H003,GC,strategies/H003/unique_00461
unique_00462,H003,GC,strategies/H003/unique_00462
unique_00463,H003,GC,strategies/H003/unique_00463
unique_00464,H003,GC,strategies/H003/unique_00464
unique_00465,H003,GC,strategies/H003/unique_00465
unique_00466,H003,GC,strategies/H003/unique_00466
unique_00467,H003,GC,strategies/H003/unique_00467
unique_00468,H003,GC,strategies/H003/unique_00468
unique_00469,H004,GC,strategies/H004/unique_00469
unique_00470,H004,GC,strategies/H004/unique_00470
unique_00471,H004,GC,strategies/H004/unique_00471
unique_00472,H004,GC,strategies/H004/unique_00472
unique_00473,H004,GC,strategies/H004/unique_00473
unique_00474,H004,GC,strategies/H004/unique_00474
unique_00475,H004,GC,strategies/H004/unique_00475
unique_00476,H004,GC,strategies/H004/unique_00476
unique_00477,H004,GC,strategies/H004/unique_00477
unique_00478,H004,GC,strategies/H004/unique_00478
unique_00479,H004,GC,strategies/H004/unique_00479
unique_00480,H004,GC,strategies/H004/unique_00480
unique_00481,H002,HG,strategies/H002/unique_00481
unique_00482,H002,HG,strategies/H002/unique_00482
unique_00483,H002,HG,strategies/H002/unique_00483
unique_00484,H002,HG,strategies/H002/unique_00484
unique_00485,H002,HG,strategies/H002/unique_00485
unique_00486,H002,HG,strategies/H002/unique_00486
unique_00487,H002,HG,strategies/H002/unique_00487
unique_00488,H002,HG,strategies/H002/unique_00488
unique_00489,H002,HG,strategies/H002/unique_00489
unique_00490,H002,HG,strategies/H002/unique_00490
unique_00491,H002,HG,strategies/H002/unique_00491
unique_00492,H002,HG,strategies/H002/unique_00492
unique_00493,H002,HG,strategies/H002/unique_00493
unique_00494,H002,HG,strategies/H002/unique_00494
unique_00495,H002,HG,strategies/H002/unique_00495
unique_00496,H002,HG,strategies/H002/unique_00496
unique_00497,H002,HG,strategies/H002/unique_00497
unique_00498,H002,HG,strategies/H002/unique_00498
unique_00499,H002,HG,strategies/H002/unique_00499
unique_00500,H002,HG,strategies/H002/unique_00500
unique_00501,H002,HG,strategies/H002/unique_00501
unique_00502,H002,HG,strategies/H002/unique_00502
unique_00503,H002,HG,strategies/H002/unique_00503
unique_00504,H002,HG,strategies/H002/unique_00504
unique_00505,H003,HG,strategies/H003/unique_00505
unique_00506,H003,HG,strategies/H003/unique_00506
unique_00507,H003,HG,strategies/H003/unique_00507
unique_00508,H003,HG,strategies/H003/unique_00508
unique_00509,H003,HG,strategies/H003/unique_00509
unique_00510,H003,HG,strategies/H003/unique_00510
unique_00511,H003,HG,strategies/H003/unique_00511
unique_00512,H003,HG,strategies/H003/unique_00512
unique_00513,H003,HG,strategies/H003/unique_00513
unique_00514,H003,HG,strategies/H003/unique_00514
unique_00515,H003,HG,strategies/H003/unique_00515
unique_00516,H003,HG,strategies/H003/unique_00516
unique_00517,H004,HG,strategies/H004/unique_00517
unique_00518,H004,HG,strategies/H004/unique_00518
unique_00519,H004,HG,strategies/H004/unique_00519
unique_00520,H004,HG,strategies/H004/unique_00520
unique_00521,H004,HG,strategies/H004/unique_00521
unique_00522,H004,HG,strategies/H004/unique_00522
unique_00523,H004,HG,strategies/H004/unique_00523
unique_00524,H004,HG,strategies/H004/unique_00524
unique_00525,H004,HG,strategies/H004/unique_00525
unique_00526,H004,HG,strategies/H004/unique_00526
unique_00527,H004,HG,strategies/H004/unique_00527
unique_00528,H004,HG,strategies/H004/unique_00528
unique_00529,H002,NG,strategies/H002/unique_00529
unique_00530,H002,NG,strategies/H002/unique_00530
unique_00531,H002,NG,strategies/H002/unique_00531
unique_00532,H002,NG,strategies/H002/unique_00532
unique_00533,H002,NG,strategies/H002/unique_00533
unique_00534,H002,NG,strategies/H002/unique_00534
unique_00535,H002,NG,strategies/H002/unique_00535
unique_00536,H002,NG,strategies/H002/unique_00536
unique_00537,H002,NG,strategies/H002/unique_00537
unique_00538,H002,NG,strategies/H002/unique_00538
unique_00539,H002,NG,strategies/H002/unique_00539
unique_00540,H002,NG,strategies/H002/unique_00540
unique_00541,H002,NG,strategies/H002/unique_00541
unique_00542,H002,NG,strategies/H002/unique_00542
unique_00543,H002,NG,strategies/H002/unique_00543
unique_00544,H002,NG,strategies/H002/unique_00544
unique_00545,H002,NG,strategies/H002/unique_00545
unique_00546,H002,NG,strategies/H002/unique_00546
unique_00547,H002,NG,strategies/H002/unique_00547
unique_00548,H002,NG,strategies/H002/unique_00548
unique_00549,H002,NG,strategies/H002/unique_00549
unique_00550,H002,NG,strategies/H002/unique_00550
unique_00551,H002,NG,strategies/H002/unique_00551
unique_00552,H002,NG,strategies/H002/unique_00552
unique_00553,H003,NG,strategies/H003/unique_00553
unique_00554,H003,NG,strategies/H003/unique_00554
unique_00555,H003,NG,strategies/H003/unique_00555
